Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2014-02-24,227.3999938964844,227.3999938964844,221.5,222.5,160.0,0.0,0.0,
2014-02-25,222.5,225.0,222.5,223.3329925537109,50.0,0.0,0.0,
2014-02-26,220.0,227.5,220.0,227.0,40.0,0.0,0.0,
2014-02-28,198.4089202880859,198.4089202880859,198.4089202880859,198.4089202880859,0.0,0.0,0.0,
2014-03-03,230.0,234.5,229.0,231.9989929199219,940.0,0.0,0.0,
2014-03-04,231.5,231.5,230.0,231.3999938964844,60.0,0.0,0.0,
2014-03-05,234.8999938964844,234.8999938964844,225.0,234.8999938964844,120.0,0.0,0.0,
2014-03-06,236.3000030517578,236.3000030517578,236.3000030517578,236.3000030517578,90.0,0.0,0.0,
2014-03-07,235.0,235.0,210.0,224.0,1140.0,0.0,0.0,
2014-03-10,224.0050048828125,226.5,221.0030059814453,223.2680053710938,300.0,0.0,0.0,
2014-03-11,230.0,232.9900054931641,220.0099945068359,221.0050048828125,140.0,0.0,0.0,
2014-03-12,228.0,228.0,203.1999969482422,204.2270050048828,1450.0,0.0,0.0,
2014-03-13,216.5,216.5,205.0,212.093994140625,1340.0,0.0,0.0,
2014-03-14,214.0,214.0,202.3000030517578,210.0,570.0,0.0,0.0,
2014-03-18,210.0,223.0,210.0,215.1000061035156,540.0,0.0,0.0,
2014-03-19,207.3000030517578,216.0,207.3000030517578,210.0249938964844,890.0,0.0,0.0,
2014-03-20,210.0,211.6999969482422,208.0010070800781,208.0010070800781,70.0,0.0,0.0,
2014-03-21,210.0,210.0,201.1999969482422,202.0050048828125,800.0,0.0,0.0,
2014-03-24,205.0,205.0,186.2010040283203,191.0140075683594,5380.0,0.0,0.0,
2014-03-25,200.0,200.0,186.6000061035156,186.6000061035156,840.0,0.0,0.0,
2014-03-26,190.0,192.5,185.5059967041016,185.6000061035156,140.0,0.0,0.0,
2014-03-27,185.5,194.6900024414062,177.1000061035156,192.0,1030.0,0.0,0.0,
2014-03-28,184.0,194.0,184.0,193.4640045166016,150.0,0.0,0.0,
2014-03-31,190.1009979248047,194.0,190.0,191.6000061035156,190.0,0.0,0.0,
2014-04-01,195.0,195.0,192.5,192.5,300.0,0.0,0.0,
2014-04-02,183.8000030517578,204.9900054931641,183.8000030517578,193.0659942626953,590.0,0.0,0.0,
2014-04-03,195.9980010986328,195.9980010986328,193.0,194.8000030517578,120.0,0.0,0.0,
2014-04-04,197.9989929199219,197.9989929199219,195.2010040283203,197.9439849853516,410.0,0.0,0.0,
2014-04-07,197.5,199.9989929199219,191.1999969482422,191.1999969482422,380.0,0.0,0.0,
2014-04-09,197.6499938964844,199.0,195.0,198.3329925537109,1060.0,0.0,0.0,
2014-04-10,204.8990020751953,204.8990020751953,196.6000061035156,199.5980072021484,290.0,0.0,0.0,
2014-04-11,199.9989929199219,203.3999938964844,198.5,200.0069885253906,1030.0,0.0,0.0,
2014-04-15,192.5,204.8800048828125,192.5,204.5140075683594,950.0,0.0,0.0,
2014-04-16,204.8200073242188,204.8200073242188,200.0010070800781,202.25,60.0,0.0,0.0,
2014-04-17,200.0,200.0,200.0,200.0,10.0,0.0,0.0,
2014-04-21,203.9989929199219,203.9989929199219,200.0,203.5,100.0,0.0,0.0,
2014-04-22,203.4989929199219,203.4989929199219,197.0,203.0,310.0,0.0,0.0,
2014-04-23,202.9989929199219,203.0,202.9989929199219,203.0,160.0,0.0,0.0,
2014-04-25,202.4989929199219,204.4989929199219,198.0,198.3000030517578,260.0,0.0,0.0,
2014-04-28,202.3899993896484,202.3899993896484,197.9989929199219,198.2539978027344,2740.0,0.0,0.0,
2014-04-29,200.5,200.5,197.9989929199219,198.0,500.0,0.0,0.0,
2014-04-30,199.7799987792969,199.7799987792969,195.0,195.3999938964844,340.0,0.0,0.0,
2014-05-02,199.6000061035156,199.6000061035156,195.1000061035156,196.3000030517578,1010.0,0.0,0.0,
2014-05-05,198.3000030517578,198.3000030517578,188.3000030517578,188.4179992675781,1130.0,0.0,0.0,
2014-05-06,194.5,194.5,184.5,185.6029968261719,1970.0,0.0,0.0,
2014-05-07,188.7989959716797,188.7989959716797,188.6000061035156,188.6000061035156,40.0,0.0,0.0,
2014-05-08,191.0,192.4700012207031,185.5010070800781,189.1399993896484,700.0,0.0,0.0,
2014-05-09,191.9250030517578,191.9250030517578,185.0010070800781,189.0,630.0,0.0,0.0,
2014-05-12,187.0,189.8000030517578,180.1999969482422,183.2409973144531,3630.0,0.0,0.0,
2014-05-13,184.9989929199219,187.3000030517578,180.5,180.9199981689453,1580.0,0.0,0.0,
2014-05-14,180.9199981689453,185.6990051269531,180.9199981689453,181.1000061035156,550.0,0.0,0.0,
2014-05-15,183.5,184.8000030517578,182.0,183.6799926757812,300.0,0.0,0.0,
2014-05-16,186.9900054931641,188.8990020751953,183.2050018310547,188.7989959716797,920.0,0.0,0.0,
2014-05-19,190.0,192.0,190.0,190.1000061035156,180.0,0.0,0.0,
2014-05-20,192.4989929199219,192.4989929199219,188.5,190.1000061035156,170.0,0.0,0.0,
2014-05-21,192.0,192.0,184.6000061035156,190.0,200.0,0.0,0.0,
2014-05-22,191.9989929199219,191.9989929199219,187.0,189.0,1070.0,0.0,0.0,
2014-05-23,189.0,190.1000061035156,189.0,190.0,480.0,0.0,0.0,
2014-05-26,190.9969940185547,191.0,188.5,188.5,510.0,0.0,0.0,
2014-05-27,192.5,192.7149963378906,190.0,190.0,80.0,0.0,0.0,
2014-05-28,190.0,192.5,190.0,192.3999938964844,80.0,0.0,0.0,
2014-05-29,190.0,192.5,190.0,190.5030059814453,470.0,0.0,0.0,
2014-05-30,192.5950012207031,192.6000061035156,189.0,189.0,660.0,0.0,0.0,
2014-06-02,191.8000030517578,192.5,188.0,189.5,620.0,0.0,0.0,
2014-06-03,190.0,192.3999938964844,190.0,192.3999938964844,720.0,0.0,0.0,
2014-06-04,192.0,193.5,191.0,191.7270050048828,970.0,0.0,0.0,
2014-06-05,190.0,192.4499969482422,187.3350067138672,191.5,320.0,0.0,0.0,
2014-06-06,190.0,191.5599975585938,190.0,191.5599975585938,100.0,0.0,0.0,
2014-06-09,191.0,193.6000061035156,160.6999969482422,190.0,4490.0,0.0,0.0,
2014-06-10,190.0,190.0,189.9900054931641,189.9900054931641,110.0,0.0,0.0,
2014-06-11,190.0,190.3000030517578,187.5,188.5180053710938,160.0,0.0,0.0,
2014-06-12,190.0,190.3000030517578,190.0,190.1000061035156,230.0,0.0,0.0,
2014-06-13,190.4100036621094,190.4100036621094,190.4100036621094,190.4100036621094,50.0,0.0,0.0,
2014-06-16,192.3999938964844,194.2149963378906,190.0,192.3999938964844,250.0,0.0,0.0,
2014-06-17,191.8000030517578,192.3950042724609,191.8000030517578,192.3950042724609,110.0,0.0,0.0,
2014-06-18,192.0,192.3999938964844,192.0,192.3500061035156,490.0,0.0,0.0,
2014-06-19,190.5,192.8999938964844,190.5,190.7100067138672,490.0,0.0,0.0,
2014-06-20,193.0,193.0,190.0,191.0,380.0,0.0,0.0,
2014-06-23,192.0,192.0,189.5050048828125,192.0,130.0,0.0,0.0,
2014-06-24,192.8999938964844,192.8999938964844,192.8999938964844,192.8999938964844,50.0,0.0,0.0,
2014-06-25,192.8999938964844,192.8999938964844,180.0,186.5,1090.0,0.0,0.0,
2014-06-26,182.5010070800781,189.7149963378906,182.5010070800781,189.7149963378906,380.0,0.0,0.0,
2014-06-27,189.7149963378906,192.0,189.7149963378906,192.0,50.0,0.0,0.0,
2014-06-30,192.0,192.0,190.1999969482422,190.3000030517578,360.0,0.0,0.0,
2014-07-01,190.3000030517578,193.5099945068359,190.3000030517578,190.6999969482422,630.0,0.0,0.0,
2014-07-02,192.5,192.5,192.0,192.0,3090.0,0.0,0.0,
2014-07-03,191.5,191.5,191.5,191.5,90.0,0.0,0.0,
2014-07-04,190.1000061035156,192.5,190.0,190.0010070800781,150.0,0.0,0.0,
2014-07-07,190.0010070800781,192.5,190.0010070800781,192.5,60.0,0.0,0.0,
2014-07-08,192.1999969482422,192.1999969482422,186.1000061035156,192.0700073242188,370.0,0.0,0.0,
2014-07-09,192.5,192.5,187.0,190.9850006103516,280.0,0.0,0.0,
2014-07-10,191.5,191.5,186.7879943847656,190.5,110.0,0.0,0.0,
2014-07-11,190.5,191.0399932861328,187.1999969482422,187.3200073242188,260.0,0.0,0.0,
2014-07-14,186.0099945068359,189.8000030517578,180.0,182.8070068359375,800.0,0.0,0.0,
2014-07-15,187.5,190.8999938964844,185.0,185.3329925537109,510.0,0.0,0.0,
2014-07-16,186.5,187.9989929199219,185.5,186.5,1100.0,0.0,0.0,
2014-07-17,190.0,190.0,183.6009979248047,186.5,370.0,0.0,0.0,
2014-07-18,189.8999938964844,189.8999938964844,184.5,187.3999938964844,2100.0,0.0,0.0,
2014-07-21,187.5,187.5,187.5,187.5,10.0,0.0,0.0,
2014-07-22,188.5,189.7649993896484,185.5,189.7649993896484,160.0,0.0,0.0,
2014-07-23,190.0,190.0,190.0,190.0,50.0,0.0,0.0,
2014-07-24,184.1999969482422,190.0,184.1999969482422,186.8999938964844,340.0,0.0,0.0,
2014-07-25,190.5,190.5,187.5,189.5,1720.0,0.0,0.0,
2014-07-28,186.6000061035156,189.9949951171875,186.6000061035156,189.1799926757812,310.0,0.0,0.0,
2014-07-30,191.2700042724609,191.2700042724609,187.6000061035156,190.5,2880.0,0.0,0.0,
2014-07-31,215.9256134033203,215.9256134033203,215.9256134033203,215.9256134033203,0.0,0.0,0.0,
2014-08-01,194.1999969482422,194.1999969482422,189.0,189.1640014648438,970.0,0.0,0.0,
2014-08-04,191.0,191.0,189.0,189.0,460.0,0.0,0.0,
2014-08-05,191.1999969482422,191.1999969482422,188.2010040283203,188.8110046386719,170.0,0.0,0.0,
2014-08-06,191.1999969482422,192.7700042724609,191.1999969482422,191.8999938964844,370.0,0.0,0.0,
2014-08-07,191.8999938964844,191.8999938964844,189.6000061035156,190.0,650.0,0.0,0.0,
2014-08-08,185.5249938964844,186.0,182.6000061035156,183.1790008544922,2330.0,0.0,0.0,
2014-08-11,190.0,190.0,189.8000030517578,189.8000030517578,110.0,0.0,0.0,
2014-08-12,190.0,190.0,180.6029968261719,182.5220031738281,1800.0,0.0,0.0,
2014-08-13,188.0,188.0,182.2149963378906,182.9669952392578,1480.0,0.0,0.0,
2014-08-14,183.0,185.8999938964844,183.0,185.8840026855469,740.0,0.0,0.0,
2014-08-18,185.5,187.1999969482422,185.3000030517578,186.3549957275391,610.0,0.0,0.0,
2014-08-19,188.3999938964844,188.3999938964844,184.5,184.9629974365234,380.0,0.0,0.0,
2014-08-20,183.6000061035156,187.8999938964844,183.6000061035156,184.7149963378906,220.0,0.0,0.0,
2014-08-21,184.7149963378906,184.7149963378906,182.5,182.9089965820312,1460.0,0.0,0.0,
2014-08-22,185.125,218.6990051269531,185.125,201.0579986572266,5990.0,0.0,0.0,
2014-08-25,209.9900054931641,210.0010070800781,192.0010070800781,200.0,2570.0,0.0,0.0,
2014-08-26,202.8999938964844,212.5,197.5,212.4889984130859,1740.0,0.0,0.0,
