Ticker,MarketCap,Weight
AAPL,3900351299800.0,0.2926600219401679
MSFT,3892090804208.9995,0.29204020166371664
GOOGL,3143621197387.0005,0.23587932929170563
AMZN,2391179941268.0,0.17942044710440985
