Strategy,start,end,rf,total_return,cagr,max_drawdown,calmar,mtd,three_month,six_month,ytd,one_year,three_year,five_year,ten_year,incep,daily_sharpe,daily_sortino,daily_mean,daily_vol,daily_skew,daily_kurt,best_day,worst_day,monthly_sharpe,monthly_sortino,monthly_mean,monthly_vol,monthly_skew,monthly_kurt,best_month,worst_month,yearly_sharpe,yearly_sortino,yearly_mean,yearly_vol,yearly_skew,yearly_kurt,best_year,worst_year,avg_drawdown,avg_drawdown_days,avg_up_month,avg_down_month,win_year_perc,twelve_month_win_perc
WeighEqual,2014-04-21,2024-04-10,0.0,2.8815119729948213,0.14569733748273972,-0.33258718877435134,0.4380726089289934,0.03165141467705168,0.11985444972355253,0.30915660633731323,0.12689631389877354,0.5888338741163279,0.2744861656816744,0.21603898451477233,0.14569733748273972,0.14569733748273972,0.8872683522079969,1.3629094471432934,0.14460765500147338,0.16298074268242793,1.363568694195263,116.64656651919064,0.1926570758890218,-0.1567980276030334,1.0434297351924062,1.9529464821153277,0.14614695688592336,0.14006401385424783,-0.4160696564524368,2.5075779771480713,0.12094084057089183,-0.16484574281237663,0.9239126868620173,6.26861828355131,0.15611347299101322,0.16896994186889885,0.44650670835697337,-1.0797341302935206,0.4181688519013327,-0.07875326359975832,-0.01845889751772047,23.234234234234233,0.04042402054474196,-0.019039363604552793,0.8,0.7090909090909091
weighmeanvar,2014-04-21,2024-04-10,0.0,3.845173641526217,0.17146282526226653,-0.7180982281507835,0.23877349719106036,0.04896348006344753,0.1732797673834141,0.37988419862396894,0.1904637039526802,0.7540041968124045,0.27869806758898275,0.2610951612050687,0.17146282526226653,0.17146282526226653,0.4380187804320709,1.4001476451260761,0.42367476761679396,0.967252516430625,31.947298802779653,1278.8304862013895,2.524868734010362,-0.7163451799817468,1.1816800104865484,2.5347065675600633,0.1688181853336169,0.14286285951821018,0.09301233266479147,0.3714010274075097,0.13467195044952796,-0.11274688901064323,1.0145197412224125,5.799366779888011,0.183538305769741,0.18091151735361258,0.02320111634944568,-1.0169552763292957,0.4392591060372708,-0.10007973390019198,-0.02942577248783611,20.078125,0.04152072404073602,-0.020635974667795185,0.8,0.7363636363636363
